timestamp,device_id,power_kw,energy_kwh,voltage_v,current_a,frequency_hz,irradiance_w_m2,panel_temperature_c,state
2025-06-16T02:45:00,solar-inv-001,0.016,561.4,229.6,0.07,50.003,0.0,13.9,on
2025-06-16T03:00:00,solar-inv-001,0.006,561.401,230.3,0.03,49.988,0.0,12.9,standby
2025-06-16T03:15:00,solar-inv-001,0.013,561.405,228.4,0.06,50.005,0.0,13.8,on
2025-06-16T03:30:00,solar-inv-001,0.0,561.405,229.5,0.0,50.045,0.0,15.0,standby
2025-06-16T03:45:00,solar-inv-001,0.007,561.406,229.2,0.03,50.006,0.0,15.5,standby
2025-06-16T04:00:00,solar-inv-001,0.0,561.406,227.8,0.0,49.962,0.0,13.6,standby
2025-06-16T04:15:00,solar-inv-001,0.0,561.406,228.8,0.0,49.994,0.0,14.8,standby
2025-06-16T04:30:00,solar-inv-001,0.011,561.409,230.1,0.05,50.019,0.0,16.6,on
2025-06-16T04:45:00,solar-inv-001,0.009,561.411,227.7,0.04,50.035,0.0,15.7,standby
2025-06-16T05:00:00,solar-inv-001,0.0,561.411,230.6,0.0,49.999,0.0,16.6,standby
2025-06-16T05:15:00,solar-inv-001,0.016,561.415,228.5,0.07,49.99,0.0,16.5,on
2025-06-16T05:30:00,solar-inv-001,0.005,561.417,228.8,0.02,50.0,0.0,20.8,standby
2025-06-16T05:45:00,solar-inv-001,0.301,561.492,229.3,1.31,49.982,57.6,20.7,on
2025-06-16T06:00:00,solar-inv-001,0.646,561.653,228.8,2.82,49.988,125.9,23.2,on
2025-06-16T06:15:00,solar-inv-001,0.936,561.887,228.6,4.09,49.938,186.1,26.4,on
2025-06-16T06:30:00,solar-inv-001,1.067,562.154,230.4,4.63,50.002,210.1,26.7,on
2025-06-16T06:45:00,solar-inv-001,1.229,562.461,229.9,5.35,50.028,248.4,30.1,on
2025-06-16T07:00:00,solar-inv-001,1.721,562.892,226.1,7.61,49.998,341.7,32.9,on
2025-06-16T07:15:00,solar-inv-001,1.417,563.246,232.9,6.08,49.993,284.1,31.8,on
2025-06-16T07:30:00,solar-inv-001,2.07,563.763,229.7,9.01,50.016,408.7,34.4,on
2025-06-16T07:45:00,solar-inv-001,0.358,563.853,232.4,1.54,49.994,72.4,26.8,on
2025-06-16T08:00:00,solar-inv-001,2.802,564.553,231.5,12.1,50.001,553.8,41.9,on
2025-06-16T08:15:00,solar-inv-001,2.905,565.28,226.4,12.83,50.011,578.8,41.6,on
2025-06-16T08:30:00,solar-inv-001,3.189,566.077,231.1,13.8,50.002,635.5,45.2,on
2025-06-16T08:45:00,solar-inv-001,3.527,566.959,229.2,15.39,50.001,696.3,47.9,on
2025-06-16T09:00:00,solar-inv-001,3.142,567.744,231.1,13.6,49.993,624.8,45.2,on
2025-06-16T09:15:00,solar-inv-001,4.123,568.775,228.9,18.01,50.01,816.8,52.9,on
2025-06-16T09:30:00,solar-inv-001,2.901,569.5,229.5,12.64,50.007,578.0,46.5,on
2025-06-16T09:45:00,solar-inv-001,0.768,569.692,231.0,3.32,49.986,153.9,33.4,on
2025-06-16T10:00:00,solar-inv-001,3.741,570.627,231.5,16.16,49.989,735.6,50.0,on
2025-06-16T10:15:00,solar-inv-001,3.171,571.42,232.6,13.63,50.009,630.8,47.8,on
2025-06-16T10:30:00,solar-inv-001,4.259,572.485,229.0,18.6,50.026,843.6,54.2,on
2025-06-16T10:45:00,solar-inv-001,5.29,573.807,225.2,23.49,49.994,1054.2,60.3,on
2025-06-16T11:00:00,solar-inv-001,4.655,574.971,233.6,19.93,49.982,926.8,57.6,on
2025-06-16T11:15:00,solar-inv-001,4.675,576.14,231.9,20.16,50.003,931.7,59.1,on
2025-06-16T11:30:00,solar-inv-001,5.591,577.538,227.2,24.61,49.988,1115.6,64.9,on
2025-06-16T11:45:00,solar-inv-001,5.175,578.831,230.7,22.43,49.997,1023.3,61.2,on
2025-06-16T12:00:00,solar-inv-001,2.131,579.364,227.2,9.38,49.999,430.7,42.0,on
2025-06-16T12:15:00,solar-inv-001,4.116,580.393,227.6,18.08,50.029,816.4,54.3,on
2025-06-16T12:30:00,solar-inv-001,2.044,580.904,231.3,8.84,49.958,407.1,41.6,on
2025-06-16T12:45:00,solar-inv-001,4.997,582.153,227.1,22.0,49.985,994.0,59.0,on
2025-06-16T13:00:00,solar-inv-001,4.236,583.212,230.2,18.4,50.012,832.4,54.9,on
2025-06-16T13:15:00,solar-inv-001,0.944,583.448,231.5,4.08,50.023,182.8,32.9,on
2025-06-16T13:30:00,solar-inv-001,1.781,583.894,233.0,7.64,50.0,355.8,40.5,on
2025-06-16T13:45:00,solar-inv-001,3.868,584.861,230.9,16.75,49.995,772.8,53.9,on
2025-06-16T14:00:00,solar-inv-001,3.447,585.722,230.7,14.94,49.978,685.8,49.7,on
2025-06-16T14:15:00,solar-inv-001,4.8,586.922,226.8,21.16,50.019,949.5,56.9,on
2025-06-16T14:30:00,solar-inv-001,4.939,588.157,228.7,21.6,50.018,975.3,58.5,on
2025-06-16T14:45:00,solar-inv-001,3.546,589.044,230.6,15.38,49.994,707.2,48.5,on
2025-06-16T15:00:00,solar-inv-001,3.219,589.848,231.1,13.93,50.023,637.2,46.3,on
2025-06-16T15:15:00,solar-inv-001,4.249,590.911,227.9,18.64,50.019,834.6,51.5,on
2025-06-16T15:30:00,solar-inv-001,3.588,591.808,228.9,15.67,50.044,715.3,48.1,on
2025-06-16T15:45:00,solar-inv-001,3.265,592.624,232.0,14.07,49.999,646.3,47.2,on
2025-06-16T16:00:00,solar-inv-001,3.611,593.527,230.2,15.69,49.99,722.6,45.3,on
2025-06-16T16:15:00,solar-inv-001,3.748,594.464,230.5,16.26,50.011,743.5,45.4,on
2025-06-16T16:30:00,solar-inv-001,3.135,595.247,228.8,13.7,49.971,624.0,43.0,on
2025-06-16T16:45:00,solar-inv-001,2.389,595.845,228.9,10.44,50.034,466.8,37.4,on
2025-06-16T17:00:00,solar-inv-001,2.623,596.5,231.6,11.33,50.02,524.6,37.6,on
2025-06-16T17:15:00,solar-inv-001,1.901,596.976,228.7,8.31,49.983,375.7,35.7,on
2025-06-16T17:30:00,solar-inv-001,2.163,597.516,231.9,9.33,50.023,430.7,33.1,on
2025-06-16T17:45:00,solar-inv-001,1.412,597.869,228.2,6.19,50.021,279.6,30.3,on
2025-06-16T18:00:00,solar-inv-001,1.839,598.329,235.5,7.81,50.0,369.1,31.0,on
2025-06-16T18:15:00,solar-inv-001,0.978,598.574,229.5,4.26,49.999,199.8,24.7,on
2025-06-16T18:30:00,solar-inv-001,0.971,598.816,231.2,4.2,50.021,191.8,24.1,on
2025-06-16T18:45:00,solar-inv-001,0.91,599.044,230.5,3.95,50.001,178.3,22.6,on
2025-06-16T19:00:00,solar-inv-001,0.604,599.195,228.0,2.65,50.008,123.7,20.7,on
2025-06-16T19:15:00,solar-inv-001,0.23,599.252,231.8,0.99,49.98,46.2,17.6,on
2025-06-16T19:30:00,solar-inv-001,0.0,599.252,229.8,0.0,49.949,0.0,14.7,standby
2025-06-16T19:45:00,solar-inv-001,0.02,599.257,231.4,0.09,50.027,0.0,15.6,on
2025-06-16T20:00:00,solar-inv-001,0.034,599.266,229.7,0.15,50.021,0.0,14.5,on
2025-06-16T20:15:00,solar-inv-001,0.0,599.266,231.8,0.0,49.971,0.0,16.0,standby
2025-06-16T20:30:00,solar-inv-001,0.037,599.275,230.0,0.16,50.028,0.0,13.4,on
2025-06-16T20:45:00,solar-inv-001,0.0,599.275,230.5,0.0,49.989,0.0,14.1,standby
2025-06-16T21:00:00,solar-inv-001,0.018,599.28,231.3,0.08,49.99,0.0,11.4,on
2025-06-16T21:15:00,solar-inv-001,0.008,599.282,229.3,0.03,49.968,0.0,11.3,standby
2025-06-16T21:30:00,solar-inv-001,0.0,599.282,233.0,0.0,50.008,0.0,11.2,standby
2025-06-16T21:45:00,solar-inv-001,0.0,599.282,228.0,0.0,49.98,0.0,11.8,standby
2025-06-16T22:00:00,solar-inv-001,0.022,599.287,235.4,0.09,50.035,0.0,10.9,on
2025-06-16T22:15:00,solar-inv-001,0.019,599.292,230.2,0.08,50.035,0.0,11.5,on
2025-06-16T22:30:00,solar-inv-001,0.0,599.292,231.9,0.0,49.984,0.0,10.1,standby
2025-06-16T22:45:00,solar-inv-001,0.0,599.292,229.5,0.0,49.958,0.0,11.5,standby
2025-06-16T23:00:00,solar-inv-001,0.053,599.305,227.5,0.23,50.027,0.0,8.6,on
2025-06-16T23:15:00,solar-inv-001,0.0,599.305,228.3,0.0,50.004,0.0,10.7,standby
2025-06-16T23:30:00,solar-inv-001,0.0,599.305,229.7,0.0,50.015,0.0,9.2,standby
2025-06-16T23:45:00,solar-inv-001,0.025,599.311,232.6,0.11,49.991,0.0,11.4,on
2025-06-17T00:00:00,solar-inv-001,0.0,599.311,228.8,0.0,50.011,0.0,10.9,standby
2025-06-17T00:15:00,solar-inv-001,0.022,599.317,232.0,0.09,50.001,0.0,10.7,on
2025-06-17T00:30:00,solar-inv-001,0.001,599.317,227.1,0.0,50.018,0.0,10.7,standby
2025-06-17T00:45:00,solar-inv-001,0.0,599.317,228.8,0.0,50.039,0.0,9.3,standby
2025-06-17T01:00:00,solar-inv-001,0.001,599.317,228.6,0.0,49.999,0.0,11.5,standby
2025-06-17T01:15:00,solar-inv-001,0.008,599.319,229.4,0.03,50.016,0.0,11.5,standby
2025-06-17T01:30:00,solar-inv-001,0.0,599.319,229.1,0.0,49.985,0.0,8.9,standby
2025-06-17T01:45:00,solar-inv-001,0.031,599.327,228.6,0.14,49.977,0.0,10.2,on
2025-06-17T02:00:00,solar-inv-001,0.0,599.327,232.2,0.0,49.998,0.0,10.4,standby
2025-06-17T02:15:00,solar-inv-001,0.0,599.327,228.0,0.0,50.022,0.0,10.3,standby
2025-06-17T02:30:00,solar-inv-001,0.002,599.328,231.0,0.01,50.007,0.0,12.3,standby
2025-06-17T02:45:00,solar-inv-001,0.0,599.328,225.3,0.0,50.0,0.0,12.0,standby
2025-06-17T03:00:00,solar-inv-001,0.0,599.328,232.9,0.0,50.025,0.0,12.6,standby
2025-06-17T03:15:00,solar-inv-001,0.007,599.329,230.0,0.03,49.962,0.0,13.0,standby
2025-06-17T03:30:00,solar-inv-001,0.017,599.334,229.8,0.07,49.98,0.0,15.0,on
2025-06-17T03:45:00,solar-inv-001,0.007,599.335,227.7,0.03,49.989,0.0,14.0,standby
2025-06-17T04:00:00,solar-inv-001,0.0,599.335,231.5,0.0,49.989,0.0,15.1,standby
2025-06-17T04:15:00,solar-inv-001,0.036,599.344,228.7,0.16,49.978,0.0,15.6,on
2025-06-17T04:30:00,solar-inv-001,0.0,599.344,229.3,0.0,49.982,0.0,14.6,standby
2025-06-17T04:45:00,solar-inv-001,0.0,599.344,227.4,0.0,49.978,0.0,19.6,standby
2025-06-17T05:00:00,solar-inv-001,0.048,599.356,234.8,0.2,49.994,0.0,16.3,on
2025-06-17T05:15:00,solar-inv-001,0.011,599.359,227.9,0.05,49.994,0.0,17.1,on
2025-06-17T05:30:00,solar-inv-001,0.006,599.361,228.8,0.03,49.996,0.0,16.9,standby
2025-06-17T05:45:00,solar-inv-001,0.127,599.392,232.1,0.55,49.955,23.2,21.9,on
2025-06-17T06:00:00,solar-inv-001,0.586,599.539,229.9,2.55,49.984,111.2,24.6,on
2025-06-17T06:15:00,solar-inv-001,0.948,599.776,231.5,4.1,49.994,191.8,27.9,on
2025-06-17T06:30:00,solar-inv-001,0.866,599.992,230.7,3.75,50.0,173.5,25.2,on
2025-06-17T06:45:00,solar-inv-001,1.474,600.361,227.9,6.47,50.006,293.5,31.2,on
2025-06-17T07:00:00,solar-inv-001,1.69,600.783,231.1,7.31,50.0,333.6,31.0,on
2025-06-17T07:15:00,solar-inv-001,1.312,601.111,228.6,5.74,50.011,265.6,31.1,on
2025-06-17T07:30:00,solar-inv-001,2.489,601.734,226.2,11.0,50.045,489.0,40.0,on
2025-06-17T07:45:00,solar-inv-001,1.089,602.006,227.8,4.78,50.028,219.2,30.7,on
2025-06-17T08:00:00,solar-inv-001,0.501,602.131,230.2,2.18,50.028,105.4,27.8,on
2025-06-17T08:15:00,solar-inv-001,2.524,602.762,227.2,11.11,50.007,499.1,38.6,on
2025-06-17T08:30:00,solar-inv-001,3.097,603.536,228.4,13.56,50.006,616.6,44.9,on
2025-06-17T08:45:00,solar-inv-001,3.068,604.303,230.0,13.34,49.977,609.6,44.3,on
2025-06-17T09:00:00,solar-inv-001,2.911,605.031,228.8,12.72,49.971,576.8,44.5,on
2025-06-17T09:15:00,solar-inv-001,3.348,605.868,230.4,14.53,50.03,663.1,46.4,on
2025-06-17T09:30:00,solar-inv-001,3.079,606.638,230.3,13.37,49.964,605.8,45.7,on
2025-06-17T09:45:00,solar-inv-001,3.732,607.571,228.4,16.34,50.003,745.9,50.2,on
2025-06-17T10:00:00,solar-inv-001,4.432,608.679,229.2,19.34,49.99,877.3,54.6,on
2025-06-17T10:15:00,solar-inv-001,4.176,609.723,230.7,18.1,50.003,827.1,54.4,on
2025-06-17T10:30:00,solar-inv-001,4.362,610.813,231.2,18.87,49.981,854.6,54.8,on
2025-06-17T10:45:00,solar-inv-001,4.378,611.908,230.0,19.03,49.985,868.7,57.8,on
2025-06-17T11:00:00,solar-inv-001,4.407,613.01,228.2,19.31,49.973,876.6,55.2,on
2025-06-17T11:15:00,solar-inv-001,4.49,614.132,232.0,19.35,50.002,893.9,57.1,on
2025-06-17T11:30:00,solar-inv-001,5.249,615.444,231.6,22.66,50.025,1040.1,58.9,on
2025-06-17T11:45:00,solar-inv-001,4.797,616.644,230.8,20.78,49.994,953.1,58.3,on
2025-06-17T12:00:00,solar-inv-001,4.059,617.658,228.8,17.74,50.013,802.0,54.4,on
2025-06-17T12:15:00,solar-inv-001,4.448,618.77,229.8,19.36,49.993,884.1,53.2,on
2025-06-17T12:30:00,solar-inv-001,5.072,620.038,232.1,21.85,50.012,1010.3,59.0,on
2025-06-17T12:45:00,solar-inv-001,4.464,621.154,229.9,19.42,50.027,881.5,56.5,on
2025-06-17T13:00:00,solar-inv-001,0.759,621.344,229.8,3.3,49.988,152.0,33.5,on
2025-06-17T13:15:00,solar-inv-001,4.2,622.394,229.0,18.34,50.019,831.3,54.5,on
2025-06-17T13:30:00,solar-inv-001,5.615,623.798,232.8,24.12,50.015,1106.9,63.9,on
2025-06-17T13:45:00,solar-inv-001,3.999,624.798,230.2,17.37,49.988,798.4,51.0,on
2025-06-17T14:00:00,solar-inv-001,4.498,625.922,229.3,19.62,50.019,890.6,55.0,on
2025-06-17T14:15:00,solar-inv-001,3.976,626.916,229.5,17.32,49.968,784.0,50.7,on
2025-06-17T14:30:00,solar-inv-001,0.525,627.047,229.9,2.28,50.014,106.5,31.8,on
2025-06-17T14:45:00,solar-inv-001,1.642,627.458,229.5,7.15,50.0,319.6,38.5,on
2025-06-17T15:00:00,solar-inv-001,4.367,628.55,229.7,19.01,49.984,859.4,52.8,on
2025-06-17T15:15:00,solar-inv-001,3.671,629.467,227.5,16.14,49.987,723.1,50.1,on
2025-06-17T15:30:00,solar-inv-001,4.432,630.575,230.8,19.2,50.028,880.0,53.3,on
2025-06-17T15:45:00,solar-inv-001,4.256,631.639,231.2,18.41,49.978,838.4,50.3,on
2025-06-17T16:00:00,solar-inv-001,3.87,632.607,231.1,16.75,49.997,772.1,47.0,on
2025-06-17T16:15:00,solar-inv-001,3.136,633.391,228.0,13.75,49.977,617.5,43.7,on
2025-06-17T16:30:00,solar-inv-001,3.477,634.26,227.0,15.32,50.0,691.3,43.8,on
2025-06-17T16:45:00,solar-inv-001,3.022,635.016,226.3,13.35,49.973,595.9,40.8,on
2025-06-17T17:00:00,solar-inv-001,2.58,635.661,226.3,11.4,49.986,515.6,38.0,on
2025-06-17T17:15:00,solar-inv-001,1.717,636.09,229.6,7.48,49.983,350.4,32.9,on
2025-06-17T17:30:00,solar-inv-001,0.941,636.325,232.5,4.05,50.001,186.7,26.4,on
2025-06-17T17:45:00,solar-inv-001,1.603,636.726,233.2,6.87,49.987,316.7,29.9,on
2025-06-17T18:00:00,solar-inv-001,1.358,637.065,227.1,5.98,50.022,274.1,28.5,on
2025-06-17T18:15:00,solar-inv-001,1.342,637.401,232.2,5.78,49.991,269.6,28.3,on
2025-06-17T18:30:00,solar-inv-001,0.784,637.597,231.7,3.38,50.019,154.0,24.0,on
2025-06-17T18:45:00,solar-inv-001,0.621,637.752,230.8,2.69,49.988,122.1,21.8,on
2025-06-17T19:00:00,solar-inv-001,0.546,637.889,231.0,2.36,49.989,111.1,21.0,on
2025-06-17T19:15:00,solar-inv-001,0.082,637.909,229.0,0.36,49.987,14.9,18.1,on
2025-06-17T19:30:00,solar-inv-001,0.004,637.91,231.2,0.02,50.019,0.0,16.4,standby
2025-06-17T19:45:00,solar-inv-001,0.0,637.91,225.7,0.0,50.007,0.0,16.1,standby
2025-06-17T20:00:00,solar-inv-001,0.0,637.91,230.4,0.0,49.998,0.0,16.0,standby
2025-06-17T20:15:00,solar-inv-001,0.0,637.91,228.9,0.0,49.996,0.0,13.6,standby
2025-06-17T20:30:00,solar-inv-001,0.004,637.911,225.9,0.02,49.955,0.0,13.9,standby
2025-06-17T20:45:00,solar-inv-001,0.011,637.914,228.3,0.05,50.007,0.0,13.7,on
2025-06-17T21:00:00,solar-inv-001,0.012,637.917,230.2,0.05,49.966,0.0,12.9,on
2025-06-17T21:15:00,solar-inv-001,0.003,637.918,233.0,0.01,49.97,0.0,14.8,standby
2025-06-17T21:30:00,solar-inv-001,0.0,637.918,227.9,0.0,49.994,0.0,13.2,standby
2025-06-17T21:45:00,solar-inv-001,0.001,637.918,228.5,0.0,50.014,0.0,12.7,standby
2025-06-17T22:00:00,solar-inv-001,0.0,637.918,233.4,0.0,50.042,0.0,8.9,standby
2025-06-17T22:15:00,solar-inv-001,0.001,637.918,233.7,0.0,50.01,0.0,12.5,standby
2025-06-17T22:30:00,solar-inv-001,0.011,637.921,227.1,0.05,49.987,0.0,10.8,on
2025-06-17T22:45:00,solar-inv-001,0.027,637.928,229.9,0.12,49.99,0.0,10.0,on
2025-06-17T23:00:00,solar-inv-001,0.004,637.929,230.4,0.02,50.046,0.0,10.2,standby
2025-06-17T23:15:00,solar-inv-001,0.0,637.929,231.2,0.0,50.005,0.0,10.4,standby
2025-06-17T23:30:00,solar-inv-001,0.0,637.929,230.9,0.0,49.99,0.0,9.5,standby
2025-06-17T23:45:00,solar-inv-001,0.0,637.929,232.0,0.0,49.971,0.0,9.9,standby
2025-06-18T00:00:00,solar-inv-001,0.0,637.929,231.5,0.0,49.996,0.0,10.9,standby
2025-06-18T00:15:00,solar-inv-001,0.0,637.929,230.9,0.0,50.006,0.0,10.1,standby
2025-06-18T00:30:00,solar-inv-001,0.031,637.936,231.1,0.13,50.005,0.0,11.2,on
2025-06-18T00:45:00,solar-inv-001,0.008,637.938,229.5,0.03,50.019,0.0,12.4,standby
2025-06-18T01:00:00,solar-inv-001,0.0,637.938,231.3,0.0,50.003,0.0,10.4,standby
2025-06-18T01:15:00,solar-inv-001,0.0,637.938,228.7,0.0,49.984,0.0,12.0,standby
2025-06-18T01:30:00,solar-inv-001,0.0,637.938,232.7,0.0,49.981,0.0,10.6,standby
2025-06-18T01:45:00,solar-inv-001,0.0,637.938,228.9,0.0,49.969,0.0,12.4,standby
2025-06-18T02:00:00,solar-inv-001,0.022,637.944,232.4,0.09,50.019,0.0,12.3,on
2025-06-18T02:15:00,solar-inv-001,0.025,637.95,228.5,0.11,50.011,0.0,13.1,on
2025-06-18T02:30:00,solar-inv-001,0.007,637.952,229.6,0.03,49.982,0.0,11.8,standby
2025-06-18T02:45:00,solar-inv-001,0.0,637.952,224.0,0.0,50.009,0.0,14.0,standby
2025-06-18T03:00:00,solar-inv-001,0.013,637.955,230.4,0.06,49.986,0.0,12.7,on
2025-06-18T03:15:00,solar-inv-001,0.028,637.962,227.3,0.12,50.045,0.0,11.9,on
2025-06-18T03:30:00,solar-inv-001,0.017,637.966,228.7,0.07,49.991,0.0,11.8,on
2025-06-18T03:45:00,solar-inv-001,0.019,637.971,230.9,0.08,50.022,0.0,13.9,on
2025-06-18T04:00:00,solar-inv-001,0.027,637.978,230.4,0.12,49.997,0.0,14.5,on
2025-06-18T04:15:00,solar-inv-001,0.025,637.984,230.7,0.11,50.008,0.0,14.1,on
2025-06-18T04:30:00,solar-inv-001,0.0,637.984,228.0,0.0,49.984,0.0,14.3,standby
2025-06-18T04:45:00,solar-inv-001,0.012,637.987,229.8,0.05,50.0,0.0,15.8,on
2025-06-18T05:00:00,solar-inv-001,0.004,637.988,228.0,0.02,49.998,0.0,18.0,standby
2025-06-18T05:15:00,solar-inv-001,0.008,637.99,231.2,0.03,49.986,0.0,16.1,standby
2025-06-18T05:30:00,solar-inv-001,0.0,637.99,227.6,0.0,49.995,0.0,19.4,standby
2025-06-18T05:45:00,solar-inv-001,0.29,638.063,230.5,1.26,50.0,57.0,21.3,on
2025-06-18T06:00:00,solar-inv-001,0.442,638.173,229.3,1.93,50.007,84.9,21.2,on
2025-06-18T06:15:00,solar-inv-001,0.678,638.343,230.0,2.95,49.984,134.8,25.8,on
2025-06-18T06:30:00,solar-inv-001,0.371,638.435,229.0,1.62,49.977,79.7,24.4,on
2025-06-18T06:45:00,solar-inv-001,0.559,638.575,228.7,2.44,50.012,109.8,25.1,on
2025-06-18T07:00:00,solar-inv-001,1.927,639.057,229.5,8.4,50.002,375.5,33.4,on
2025-06-18T07:15:00,solar-inv-001,1.969,639.549,226.7,8.69,49.983,395.3,34.1,on
2025-06-18T07:30:00,solar-inv-001,2.327,640.131,232.6,10.0,50.012,462.4,36.1,on
2025-06-18T07:45:00,solar-inv-001,1.854,640.594,228.1,8.13,50.007,368.4,35.2,on
2025-06-18T08:00:00,solar-inv-001,2.082,641.115,229.0,9.09,49.968,411.5,37.4,on
2025-06-18T08:15:00,solar-inv-001,0.508,641.242,231.8,2.19,49.994,99.1,28.3,on
2025-06-18T08:30:00,solar-inv-001,2.317,641.821,227.1,10.2,50.02,450.8,40.3,on
2025-06-18T08:45:00,solar-inv-001,3.424,642.677,228.8,14.97,50.037,682.5,47.3,on
2025-06-18T09:00:00,solar-inv-001,3.725,643.608,230.4,16.17,50.01,736.2,49.4,on
2025-06-18T09:15:00,solar-inv-001,1.694,644.032,229.8,7.37,49.998,334.3,36.6,on
2025-06-18T09:30:00,solar-inv-001,3.975,645.026,230.3,17.26,49.989,793.8,52.0,on
2025-06-18T09:45:00,solar-inv-001,3.492,645.899,231.1,15.11,49.993,687.1,48.6,on
2025-06-18T10:00:00,solar-inv-001,0.89,646.121,229.7,3.87,50.028,184.0,35.9,on
2025-06-18T10:15:00,solar-inv-001,3.11,646.899,232.3,13.39,50.006,613.5,49.4,on
2025-06-18T10:30:00,solar-inv-001,3.941,647.884,229.1,17.2,50.005,781.0,53.1,on
2025-06-18T10:45:00,solar-inv-001,3.413,648.737,232.2,14.7,50.033,680.6,51.4,on
2025-06-18T11:00:00,solar-inv-001,5.285,650.058,229.2,23.06,49.973,1050.6,60.9,on
2025-06-18T11:15:00,solar-inv-001,4.846,651.27,228.5,21.21,50.008,963.3,57.9,on
2025-06-18T11:30:00,solar-inv-001,3.6,652.17,226.0,15.93,50.012,719.2,50.0,on
2025-06-18T11:45:00,solar-inv-001,2.188,652.717,232.3,9.42,49.991,430.7,43.8,on
2025-06-18T12:00:00,solar-inv-001,5.11,653.994,230.1,22.21,49.955,1015.3,59.3,on
2025-06-18T12:15:00,solar-inv-001,2.314,654.573,231.8,9.98,49.991,457.4,44.7,on
2025-06-18T12:30:00,solar-inv-001,5.09,655.845,228.3,22.3,50.009,1008.9,58.8,on
2025-06-18T12:45:00,solar-inv-001,4.016,656.849,230.0,17.46,49.964,801.8,53.5,on
2025-06-18T13:00:00,solar-inv-001,4.318,657.929,231.2,18.68,49.988,861.4,53.9,on
2025-06-18T13:15:00,solar-inv-001,5.099,659.204,230.1,22.16,50.025,999.0,59.6,on
2025-06-18T13:30:00,solar-inv-001,5.572,660.597,230.7,24.15,50.023,1102.1,60.7,on
2025-06-18T13:45:00,solar-inv-001,5.19,661.894,233.1,22.27,50.044,1025.0,59.3,on
2025-06-18T14:00:00,solar-inv-001,3.823,662.85,230.4,16.59,50.03,756.5,51.0,on
2025-06-18T14:15:00,solar-inv-001,2.064,663.366,232.2,8.89,49.996,413.8,40.4,on
2025-06-18T14:30:00,solar-inv-001,4.901,664.591,230.4,21.27,50.007,968.6,57.2,on
2025-06-18T14:45:00,solar-inv-001,4.206,665.643,231.0,18.21,49.999,833.0,50.8,on
2025-06-18T15:00:00,solar-inv-001,4.3,666.718,231.0,18.61,50.006,856.2,51.2,on
2025-06-18T15:15:00,solar-inv-001,3.382,667.563,229.7,14.72,50.0,670.3,45.5,on
2025-06-18T15:30:00,solar-inv-001,2.721,668.243,226.3,12.02,49.965,543.3,41.8,on
2025-06-18T15:45:00,solar-inv-001,4.176,669.287,228.0,18.32,50.03,829.7,52.7,on
2025-06-18T16:00:00,solar-inv-001,3.323,670.118,231.0,14.39,49.99,657.5,44.2,on
2025-06-18T16:15:00,solar-inv-001,2.565,670.759,228.6,11.22,50.009,516.0,38.9,on
2025-06-18T16:30:00,solar-inv-001,2.626,671.416,228.9,11.47,50.009,520.0,38.1,on
2025-06-18T16:45:00,solar-inv-001,0.383,671.512,227.7,1.68,50.016,82.1,25.8,on
2025-06-18T17:00:00,solar-inv-001,0.861,671.727,228.3,3.77,49.973,170.8,27.3,on
2025-06-18T17:15:00,solar-inv-001,1.744,672.163,229.6,7.6,49.967,340.9,31.5,on
2025-06-18T17:30:00,solar-inv-001,1.557,672.552,229.9,6.77,49.99,308.5,31.2,on
2025-06-18T17:45:00,solar-inv-001,1.684,672.973,226.8,7.43,50.031,334.1,30.4,on
2025-06-18T18:00:00,solar-inv-001,1.223,673.279,229.1,5.34,50.004,242.7,26.7,on
2025-06-18T18:15:00,solar-inv-001,1.306,673.605,228.0,5.73,49.997,265.8,27.9,on
2025-06-18T18:30:00,solar-inv-001,1.039,673.865,231.8,4.48,50.027,200.9,23.5,on
2025-06-18T18:45:00,solar-inv-001,0.864,674.081,234.4,3.69,49.968,166.0,22.9,on
2025-06-18T19:00:00,solar-inv-001,0.539,674.216,232.9,2.31,49.99,110.8,21.5,on
2025-06-18T19:15:00,solar-inv-001,0.333,674.299,227.8,1.46,49.99,60.8,19.1,on
2025-06-18T19:30:00,solar-inv-001,0.0,674.299,228.3,0.0,50.004,0.0,15.7,standby
2025-06-18T19:45:00,solar-inv-001,0.017,674.303,228.2,0.07,50.034,0.0,15.2,on
2025-06-18T20:00:00,solar-inv-001,0.008,674.305,230.5,0.03,49.982,0.0,17.1,standby
2025-06-18T20:15:00,solar-inv-001,0.009,674.308,231.4,0.04,49.994,0.0,14.8,standby
2025-06-18T20:30:00,solar-inv-001,0.015,674.311,233.1,0.06,49.999,0.0,15.0,on
2025-06-18T20:45:00,solar-inv-001,0.0,674.311,234.1,0.0,49.994,0.0,13.0,standby
2025-06-18T21:00:00,solar-inv-001,0.018,674.316,231.8,0.08,50.038,0.0,13.4,on
2025-06-18T21:15:00,solar-inv-001,0.0,674.316,232.3,0.0,50.009,0.0,12.2,standby
2025-06-18T21:30:00,solar-inv-001,0.0,674.316,232.9,0.0,50.018,0.0,11.8,standby
2025-06-18T21:45:00,solar-inv-001,0.0,674.316,227.8,0.0,49.997,0.0,13.7,standby
2025-06-18T22:00:00,solar-inv-001,0.0,674.316,227.5,0.0,49.98,0.0,10.0,standby
2025-06-18T22:15:00,solar-inv-001,0.001,674.316,233.7,0.0,50.039,0.0,11.1,standby
